date,Americas,China,EU,Korea,Taiwan
2016-08-04,39775.57142857143,153948.9435483871,75881.86666666667,153261.68852459016,166197.73170731709
2016-08-05,39537.45,131665.61290322582,74713.09090909091,151187.95714285714,163608.3076923077
2016-08-06,39191.57746478873,131979.69014084508,74126.15492957746,151848.28368794327,162173.65034965036
2016-08-07,39110.444444444445,128976.55462184874,74460.02816901408,150662.45833333334,161137.0
2016-08-08,39601.194444444445,129927.13286713287,74571.15277777778,150753.09722222222,158333.5
2016-08-09,40529.701492537315,128877.60447761194,75883.14492753622,149030.96323529413,156605.16911764705
2016-08-10,38788.91044776119,126033.8861788618,76648.33333333333,150910.1811023622,159493.50793650793
2016-08-11,38595.828571428574,124639.2074074074,73873.93055555556,153367.02083333334,161817.97222222222
2016-08-12,37837.58928571428,118145.3125,72400.33333333333,150296.8761061947,158633.29824561405
2016-08-13,37041.757575757576,102488.24324324324,71344.40625,144137.24324324325,156446.5945945946
2016-08-14,37443.251851851855,109802.64233576642,71297.03649635037,148491.82481751824,154226.44525547445
2016-08-15,37669.23880597015,109496.01503759398,70845.42537313433,145497.4552238806,153270.3656716418
2016-08-16,37754.364285714284,108860.11267605633,71277.90277777778,146943.375,150132.34722222222
2016-08-17,38018.930555555555,105211.85820895522,71354.80985915494,145469.9457364341,150200.8527131783
2016-08-18,37845.625,105098.57664233577,71427.18881118881,146340.60416666666,149513.875
2016-08-19,37543.204225352114,105483.99259259259,71051.22222222222,144018.36805555556,149280.1188811189
2016-08-20,36800.90909090909,102745.2695035461,70382.73611111111,142004.53472222222,147880.22222222222
2016-08-21,36557.493055555555,102155.1094890511,70714.47222222222,143523.27083333334,145879.3916083916
2016-08-22,36570.39007092199,99852.5955882353,70462.38461538461,142103.7202797203,145796.4825174825
2016-08-23,36241.014492753624,100230.07777777778,70505.11764705883,140401.79674796748,145279.46017699115
2016-08-24,38005.653846153844,99316.83333333333,69373.0,140980.7518248175,144282.14598540147
2016-08-25,36479.5,98080.58139534884,69373.0,142850.9827586207,145254.9051724138
2016-08-26,36995.0,97315.6,69788.66666666667,143376.0,145033.3
2016-08-27,35194.74074074074,93359.16,69788.66666666667,135347.42307692306,143181.1923076923
2016-08-28,35434.21428571428,94899.77083333333,68538.62204724409,144614.16083916085,142235.18055555556
2016-08-29,35517.75,94325.05555555556,68523.08771929824,146054.4825174825,140970.375
2016-08-30,39930.24444444444,92762.04225352113,75313.23214285714,152515.5704225352,143277.14084507042
2016-08-31,37687.9537037037,92272.59440559441,69722.18571428572,148903.27083333334,148572.27464788733
2016-09-01,36891.172932330825,88276.07476635514,67450.80597014926,140824.4552238806,153526.27067669173
2016-09-02,35558.76056338028,91489.48951048951,65357.64661654135,143341.44444444444,145136.01398601398
2016-09-03,34969.04861111111,91571.56944444444,64103.90972222222,161283.5625,145857.13888888888
2016-09-04,34639.29861111111,91224.45833333333,63871.98611111111,169532.05555555556,140152.45323741008
2016-09-05,34344.993055555555,92813.32167832168,63494.6875,164118.13888888888,138240.19444444444
2016-09-06,34754.31654676259,93001.11805555556,63659.180555555555,157399.9448275862,133881.4184397163
2016-09-07,34633.993055555555,93337.54347826086,63837.95744680851,153634.89928057554,130208.35211267606
2016-09-08,34538.430555555555,93005.80555555556,64107.479166666664,152307.20833333334,129562.48591549296
2016-09-09,34361.612676056335,93154.04195804195,64221.356643356645,151175.2394366197,128334.29285714286
2016-09-10,33846.541666666664,93108.14583333333,63840.430555555555,146666.59722222222,127532.75352112677
2016-09-11,33889.36363636364,92390.01388888889,64381.40298507463,144512.79166666666,127082.75524475524
2016-09-12,34501.833333333336,92537.54166666667,64864.57342657343,142701.57462686568,124618.4044117647
2016-09-13,34839.503937007874,92474.61538461539,65908.7304964539,142259.97692307693,123344.90625
2016-09-14,34732.9756097561,92917.31967213115,67273.86178861788,140506.44696969696,123363.47328244275
2016-09-15,34816.47857142857,92796.75555555556,67844.6,146118.0583941606,122056.13970588235
2016-09-16,34733.87769784173,93085.54861111111,68113.56737588653,143317.25874125873,123557.15942028986
2016-09-17,34287.40277777778,92706.55555555556,67792.26388888889,140861.99305555556,121959.24475524476
2016-09-18,34540.77304964539,93205.87412587412,68340.64539007092,141851.1875,122182.5352112676
2016-09-19,36025.454545454544,96094.13888888889,69104.16083916085,145966.17857142858,124268.10294117648
2016-09-20,35416.5447761194,104520.70149253731,69742.62676056338,142220.3208955224,125931.01834862385
2016-09-21,35277.542253521126,100871.60305343512,69239.1,141749.0802919708,138731.15151515152
2016-09-22,35257.14388489209,100252.62237762238,69000.43055555556,139309.72535211267,124289.71641791044
2016-09-23,34968.958333333336,99219.43055555556,68552.06338028169,137215.2551724138,123569.82517482518
2016-09-24,34842.555555555555,99681.81954887218,68227.41666666667,133507.84027777778,120922.54166666667
2016-09-25,35103.319444444445,100259.56944444444,68465.99305555556,135442.02777777778,120594.66666666667
2016-09-26,35755.90972222222,101749.22222222222,68841.48611111111,140643.11111111112,120068.65277777778
2016-09-27,35892.384057971016,104944.59722222222,68996.43165467626,139508.36805555556,120190.36363636363
2016-09-28,35934.118881118884,108305.25,68818.82857142857,136669.62676056338,120812.20567375887
2016-09-29,36639.30281690141,110251.09027777778,68725.04225352113,138241.59722222222,122247.04861111111
2016-09-30,36109.48611111111,112387.22377622378,68400.15277777778,135201.0,122368.44055944055
2016-10-01,35384.520833333336,117515.875,67830.83333333333,132833.98611111112,121800.95104895104
2016-10-02,35631.854166666664,123659.60416666667,68023.50694444444,131737.98611111112,121565.02797202797
2016-10-03,36243.72222222222,130752.15277777778,68009.55555555556,143215.26388888888,122253.55944055945
2016-10-04,36213.27659574468,131929.2676056338,68359.59027777778,147594.11111111112,122567.30555555556
2016-10-05,36132.79856115108,130543.56521739131,68065.31386861314,141411.10144927536,122269.18333333333
2016-10-06,36152.57142857143,127278.24242424243,68464.66917293234,136058.52631578947,120991.77099236641
2016-10-07,36110.541666666664,127022.74825174826,68395.6875,136797.61111111112,120959.94444444444
2016-10-08,36011.54861111111,126610.70138888889,68327.45833333333,136179.79166666666,120155.60839160839
2016-10-09,36449.98611111111,127450.75524475524,68790.21527777778,135811.33333333334,119871.95833333333
2016-10-10,36957.84285714286,128331.72222222222,69189.9375,137012.0979020979,120605.77777777778
2016-10-11,37572.251908396946,129008.95161290323,69770.4964028777,140366.1968503937,120181.67716535433
2016-10-12,36780.51388888889,129487.46376811594,69576.51162790698,138739.36170212767,120114.87142857142
2016-10-13,36860.083333333336,129042.82517482518,69793.84722222222,136671.11111111112,120087.9044117647
2016-10-14,36542.26388888889,128716.04895104896,70341.72222222222,137294.52777777778,120284.97183098592
2016-10-15,36155.444444444445,128913.23611111111,70032.33333333333,138874.95833333334,120286.70833333333
2016-10-16,36701.65972222222,129287.20833333333,70740.73611111111,139769.31944444444,120257.70138888889
2016-10-17,37889.59027777778,129887.31468531469,71800.59722222222,139469.56944444444,122444.74305555556
2016-10-18,37939.765957446805,131944.45138888888,73099.11188811189,140784.33333333334,123367.32167832168
2016-10-19,37810.645833333336,133626.34306569342,72890.6,143399.47887323942,124661.62411347518
2016-10-20,38359.333333333336,133135.625,73858.07142857143,142805.31944444444,126323.97183098592
2016-10-21,37755.97222222222,134808.80985915492,74914.99305555556,144431.58333333334,123693.6875
2016-10-22,38380.37762237762,135137.96527777778,75004.17518248175,141964.51388888888,123844.62411347518
2016-10-23,38830.46527777778,137047.37762237762,77085.01388888889,142898.59722222222,124550.98611111111
2016-10-24,40377.854166666664,141311.2676056338,79328.97902097902,146547.34722222222,126338.44055944055
2016-10-25,40341.10256410256,145607.0,80431.89411764705,147930.4534883721,125195.75294117647
2016-10-26,40886.5,154476.6,80395.10606060606,154949.03225806452,128938.45161290323
2016-10-27,40942.205673758865,152757.83571428573,80640.61111111111,157119.71830985916,132566.10638297873
2016-10-28,40572.90277777778,154545.62237762238,80369.29496402877,157908.01388888888,131736.64335664336
2016-10-29,40326.594405594406,156093.87323943662,80518.93006993007,156517.52083333334,134060.13475177306
2016-10-30,40709.624113475176,162270.32142857142,80962.77304964539,157357.3661971831,138581.24647887325
2016-10-31,42259.84027777778,170540.12056737588,81162.06993006993,155901.61111111112,148427.08759124088
2016-11-01,41721.46428571428,171791.35664335664,81228.21527777778,146408.06944444444,148054.9927536232
2016-11-02,42315.84722222222,175901.13571428572,81132.27142857143,154609.3120567376,146528.80869565217
2016-11-03,42909.05035971223,174574.33333333334,81302.24087591241,156523.61971830987,146110.0072463768
2016-11-04,42318.61016949153,174313.7142857143,80970.35593220338,151363.05084745763,144753.18644067796
2016-11-05,42555.083333333336,174693.36111111112,81302.875,153572.52816901408,142046.0507246377
2016-11-06,43436.88888888889,175437.61805555556,81936.67361111111,161025.4965034965,141644.63043478262
2016-11-07,45968.6875,179550.1048951049,83731.81944444444,161882.32638888888,143052.27272727274
2016-11-08,46748.608695652176,185237.63768115942,84397.49275362318,156689.10144927536,142857.89855072464
2016-11-09,47034.930555555555,193524.94736842104,87288.90647482015,165615.10714285713,146512.66165413533
2016-11-10,46932.166666666664,190265.08333333334,87898.45833333333,160658.81944444444,146396.41666666666
2016-11-11,45859.818181818184,182371.98611111112,88113.54166666667,157745.18055555556,145526.94444444444
2016-11-12,45491.555555555555,173101.59722222222,87683.70138888889,159789.625,143952.26388888888
2016-11-13,46483.86111111111,175030.69444444444,87977.75,159418.59722222222,144227.73611111112
2016-11-14,47079.435114503816,175282.786259542,89788.32061068702,165191.23664122136,146289.8320610687
2016-11-15,48722.57692307692,174889.46153846153,90417.03846153847,169932.92307692306,147113.65384615384
2016-11-16,49516.45138888889,177833.66666666666,91802.32624113475,165818.34507042254,147604.25352112675
2016-11-17,51410.666666666664,176450.94444444444,94522.29166666667,164570.15972222222,147002.41666666666
2016-11-18,55401.36363636364,177582.27659574468,97960.84722222222,162836.39583333334,146115.0625
2016-11-19,56344.535211267605,176894.77777777778,99334.81944444444,166214.15972222222,149070.65972222222
2016-11-20,54578.944444444445,177837.41958041958,100454.64335664336,169357.13286713287,151262.7132867133
2016-11-21,55661.52777777778,179107.98611111112,100046.18055555556,171728.38620689654,151426.03472222222
2016-11-22,55628.07092198582,179398.54166666666,100197.95138888889,174480.73611111112,151561.16083916085
2016-11-23,54663.680555555555,179484.97887323942,99783.85106382979,176671.03521126762,156159.31914893616
2016-11-24,54376.208333333336,179428.0985915493,100508.79166666667,173727.63194444444,153548.56944444444
2016-11-25,55155.833333333336,179555.37762237762,98268.55555555556,173903.58333333334,156620.47916666666
2016-11-26,53847.38461538462,179893.38888888888,98610.77083333333,177104.70833333334,155529.69444444444
2016-11-27,54101.15277777778,180112.695035461,99164.56944444444,178002.70138888888,159329.04166666666
2016-11-28,56606.583333333336,182180.75757575757,99812.0,183840.29545454544,162085.98484848486
2016-11-29,58448.0,179883.33333333334,98387.75,184036.0,156432.33333333334
2016-12-01,56109.08,185181.36,99005.04,176237.64,163329.4
2016-12-02,55113.02127659575,189741.72661870503,98780.35460992908,184357.97887323942,170335.8085106383
2016-12-03,54742.75572519084,191126.2213740458,98961.04615384615,187894.6183206107,168230.69105691058
2016-12-04,55004.381944444445,191715.61111111112,98972.63888888889,185344.86111111112,168615.13194444444
2016-12-05,55981.72727272727,194653.47887323942,99634.09722222222,189864.59722222222,167555.63194444444
2016-12-06,56662.475177304965,197049.57638888888,99708.5,191900.71527777778,168346.59722222222
2016-12-07,57340.54609929078,201860.4748201439,99890.97872340426,194508.02290076335,170114.6690647482
2016-12-08,57289.53472222222,201300.9014084507,99966.79861111111,196035.97916666666,169294.95138888888
2016-12-09,57070.96527777778,204120.48333333334,99581.71328671329,197521.91666666666,168470.7132867133
2016-12-10,56764.26315789474,219237.7837837838,99535.36842105263,200039.02631578947,163159.57894736843
2016-12-11,56411.65277777778,219237.7837837838,99853.86111111111,197786.09722222222,168850.90277777778
2016-12-12,58015.76388888889,219237.7837837838,100440.67361111111,201489.8854961832,169234.85496183205
2016-12-13,58272.08571428571,219237.7837837838,101092.20833333333,206872.11805555556,170978.70212765958
2016-12-14,58333.5390070922,219237.7837837838,100732.06521739131,215960.12857142856,170421.6484375
2016-12-15,58480.3125,219237.7837837838,100750.86029411765,220945.05555555556,170755.84507042254
2016-12-16,57948.87412587413,222382.54166666666,101096.95138888889,224299.5,170090.18881118883
2016-12-17,57134.84722222222,222893.70921985817,101027.15277777778,228463.02083333334,170380.2867132867
2016-12-18,57984.944055944055,224603.03676470587,101227.90277777778,241189.59722222222,170715.97902097902
2016-12-19,58730.55944055944,227895.46153846153,102883.95833333333,248406.99305555556,172878.18309859154
2016-12-20,58940.63829787234,227405.85416666666,103643.34722222222,248841.55944055945,171956.68055555556
2016-12-21,58578.16197183099,228611.12230215827,103832.61151079136,241286.24087591242,173231.9357142857
2016-12-22,58272.555555555555,227014.34027777778,102663.65277777778,243499.18055555556,173820.06944444444
2016-12-23,57914.38888888889,226739.95774647887,102010.70833333333,242991.94444444444,171853.75
2016-12-24,57142.73333333333,225773.42857142858,101175.57142857143,249045.14285714287,172033.85714285713
2016-12-26,58100.166666666664,225133.74193548388,103349.58064516129,266505.87096774194,172703.0
2016-12-27,58515.39007092199,230689.90625,103668.86111111111,267559.02777777775,175870.93706293707
2016-12-28,58469.42361111111,233092.3404255319,104376.23404255319,267901.9929577465,175077.1690140845
2016-12-29,58364.40277777778,233000.3949579832,103876.85416666667,256567.81118881117,181706.19444444444
2016-12-30,57508.983050847455,231058.84615384616,102966.7627118644,252382.42372881356,182341.1379310345
2016-12-31,57409.569444444445,236253.71304347826,103672.69444444444,256105.66666666666,180774.24305555556
2017-01-01,57800.444444444445,236352.39215686274,104843.47916666667,249820.07586206897,181685.93055555556
2017-01-02,58441.375,239921.3455882353,106361.81944444444,255303.79166666666,181398.42253521126
2017-01-03,59114.36879432624,243636.5035460993,107707.07638888889,255347.15277777778,181243.75694444444
2017-01-04,59494.979166666664,249257.80141843972,108499.94285714286,256699.29577464788,184990.02816901408
2017-01-05,59333.47222222222,252038.77083333334,109229.52777777778,256840.95138888888,182928.40277777778
2017-01-06,59284.76388888889,255283.5174825175,109211.31944444444,261009.64335664336,181179.30555555556
2017-01-07,59199.25,254601.61111111112,110100.33333333333,258199.67361111112,181259.36111111112
2017-01-08,59604.84722222222,256611.54861111112,112003.95833333333,261617.4357142857,182757.17741935485
2017-01-09,60728.118055555555,261152.27083333334,116146.28671328671,263209.0396039604,184797.8431372549
2017-01-10,62860.75912408759,266933.2888888889,120997.01123595505,262963.8625,186823.5
2017-01-11,61436.17021276596,262303.63157894736,125350.55905511811,267405.56,186267.56
2017-01-12,60909.36111111111,265831.2361111111,122218.09722222222,265216.61805555556,186496.23776223775
2017-01-13,60185.77443609023,264207.03007518797,119440.15037593985,262379.41353383457,185684.03007518797
2017-01-14,59659.40277777778,262250.875,118026.7972027972,267099.625,185520.29166666666
2017-01-15,59683.291666666664,259418.79285714286,117690.11111111111,266558.7916666667,185952.75352112675
2017-01-16,60149.44755244755,259071.20833333334,119184.19444444444,266918.38194444444,184691.57638888888
2017-01-17,60927.788321167885,259112.44444444444,119224.51048951049,268564.7083333333,186445.28169014084
2017-01-18,61224.971830985916,259781.45714285714,119019.38571428572,267946.5797101449,185155.23188405798
2017-01-19,60559.02158273381,254826.3,117832.72857142857,261972.9375,187644.57342657342
2017-01-20,59870.305555555555,250547.43055555556,116207.16666666667,249571.72916666666,184099.41666666666
2017-01-21,59475.625,239198.11805555556,114961.71527777778,239450.83333333334,182271.63194444444
2017-01-22,59476.694444444445,240946.0625,115424.61111111111,246068.27777777778,182000.09722222222
2017-01-23,60167.40277777778,230743.50694444444,116636.95138888889,251307.04861111112,182848.19444444444
2017-01-24,59917.22463768116,231113.68055555556,116685.63194444444,249422.61805555556,181785.5174825175
2017-01-25,59954.03896103896,232034.8103448276,116746.5425531915,244339.75862068965,180207.02586206896
2017-01-26,60063.6,224341.54545454544,114370.6,238608.76363636364,175815.78181818183
2017-01-27,59431.166666666664,224968.07638888888,114850.09722222222,228303.375,178112.33333333334
2017-01-28,59220.11111111111,226768.75694444444,113634.21678321678,234221.30555555556,176321.77083333334
2017-01-29,59199.95138888889,227755.49305555556,113915.89583333333,233650.56944444444,174984.5
2017-01-30,60665.47222222222,228942.41666666666,117341.375,239174.61111111112,176159.54861111112
2017-01-31,59634.900763358775,230077.87412587414,114951.36111111111,239481.88888888888,175235.57342657342
2017-02-01,59371.72222222222,235274.12878787878,113541.14503816795,230211.609375,175609.5
2017-02-02,59468.18881118881,234518.7810218978,112287.23076923077,228497.6853146853,175293.18055555556
2017-02-03,58984.0,237559.34965034964,112308.70833333333,232217.75524475524,174435.0
2017-02-04,58865.0,238303.20143884892,111753.64335664336,225991.52777777778,173999.29166666666
2017-02-05,58799.47222222222,239530.43055555556,111948.52777777778,227554.85416666666,174065.84722222222
2017-02-06,60499.07692307692,242509.75694444444,114459.57342657342,228798.01388888888,176123.06993006993
2017-02-07,95962.19852941176,260619.25179856116,168534.8768115942,244526.76978417265,184972.9712230216
2017-02-08,73694.61111111111,257098.53191489363,135307.73571428572,248165.97183098592,184370.6338028169
2017-02-09,86459.09027777778,253416.25954198473,154171.6993006993,234769.75,179169.02777777778
2017-02-10,84408.16666666667,254247.05714285714,171918.44444444444,237563.01388888888,179677.04166666666
2017-02-11,92414.27777777778,253146.96478873238,163363.27083333334,234594.27083333334,178053.79166666666
2017-02-12,89468.26388888889,256264.17361111112,159049.98601398602,241271.6875,178260.73611111112
2017-02-13,90625.75,256865.5104895105,165403.0625,242585.8125,180725.84722222222
2017-02-14,87784.97841726619,262403.47222222225,164040.97916666666,247158.625,177839.76388888888
2017-02-15,88006.85714285714,264291.3546099291,162916.14184397162,246783.70921985817,179259.77464788733
2017-02-16,88521.08270676692,262233.05,165306.85915492958,248183.87769784173,178185.48920863308
2017-02-17,88538.93055555556,262447.6737588653,164328.84722222222,242672.64583333334,178351.29166666666
2017-02-18,88143.93006993007,260629.2676056338,164283.47222222222,248868.33333333334,177946.08333333334
2017-02-19,88731.22222222222,262341.7482517483,165993.49305555556,256166.74305555556,176677.19444444444
2017-02-20,89525.54166666667,264408.9496402878,168910.74305555556,264547.30555555556,178267.63888888888
2017-02-21,89753.81203007519,265326.8125,171151.8125,271780.1875,178815.0
2017-02-22,89669.07299270073,265769.6417910448,171065.61481481482,267613.29850746266,177882.47407407407
2017-02-23,89628.00694444444,263882.3475177305,171933.41666666666,266480.1111111111,176915.66666666666
2017-02-24,89322.65972222222,265597.02777777775,170433.29166666666,264104.2361111111,178306.61111111112
2017-02-25,89076.55555555556,264033.36805555556,169935.375,269485.8951048951,176364.10416666666
2017-02-26,89308.01388888889,264605.74125874124,170329.81818181818,269454.75,176829.33333333334
2017-02-27,89847.58333333333,266740.6808510638,173086.25694444444,285132.38194444444,178350.93055555556
2017-02-28,90370.84782608696,268344.45081967214,170268.72222222222,276242.36363636365,178777.6083916084
2017-03-01,90185.88111888112,269878.0797101449,170124.04316546762,267223.6737588653,176514.84285714285
2017-03-02,90284.1958041958,271602.8333333333,170622.875,277285.95070422534,177885.11111111112
2017-03-03,90149.41666666667,270727.6153846154,171619.3435114504,281297.25,176845.11111111112
2017-03-04,89900.01388888889,270931.44755244756,170802.77777777778,274655.44444444444,176314.33333333334
2017-03-05,89855.50892857143,273327.2972972973,172015.02702702704,279100.42342342343,177738.42857142858
2017-03-06,90822.43055555556,278325.02777777775,173329.3125,290529.3333333333,178615.5035460993
2017-03-07,91690.82269503546,280879.5104895105,174725.11111111112,298341.0416666667,177309.29166666666
2017-03-08,91502.36111111111,284149.1928571428,176458.67142857143,296245.55319148937,178747.53333333333
2017-03-09,91918.72916666667,284217.04225352115,178933.375,295985.5416666667,177226.86923076923
2017-03-10,92303.39583333333,285392.15277777775,179492.33333333334,293153.94444444444,178370.11111111112
2017-03-11,91349.44444444444,284941.4895104895,178339.84027777778,296762.9513888889,178018.35416666666
2017-03-12,91386.39568345324,286239.0143884892,179051.01438848922,296688.1231884058,178773.6618705036
2017-03-13,92416.97902097902,288803.85,182072.04166666666,312634.625,179614.96527777778
2017-03-14,92859.30496453901,289549.7272727273,185093.86111111112,310079.0763888889,179696.72222222222
2017-03-15,93537.08333333333,292138.268115942,186307.59712230216,311362.11971830984,180972.25833333333
2017-03-16,93023.38888888889,292555.05970149254,188354.50694444444,321104.56944444444,179456.78181818183
2017-03-17,93562.0303030303,291884.8823529412,187181.25,322637.97222222225,179956.95774647887
2017-03-18,92462.77777777778,291907.97777777776,187138.98601398602,322476.4166666667,179820.70833333334
2017-03-19,92686.16666666667,291870.15315315314,188038.3115942029,326114.2971014493,180522.03623188406
2017-03-20,93980.98611111111,292376.71428571426,189295.78472222222,337624.6433566434,181189.03496503495
2017-03-21,94729.99275362318,293633.23076923075,190004.03496503495,337632.5,182716.83216783218
2017-03-22,94370.92142857143,292735.55147058825,190837.723880597,343159.2426470588,182802.78358208956
2017-03-23,96027.84722222222,291854.8811188811,193160.7972027972,337793.22222222225,180949.02777777778
2017-03-24,97348.06474820143,291508.1510791367,197982.74820143884,332351.52898550726,181329.89130434784
2017-03-25,96164.77777777778,292626.6060606061,194622.21527777778,331971.46853146853,181990.09285714285
2017-03-26,96820.34722222222,294324.15,196178.89583333334,341453.4861111111,183796.78873239437
2017-03-27,98255.11111111111,295013.4583333333,197189.97222222222,339895.0138888889,181879.48611111112
2017-03-28,99642.67391304347,301023.575,197710.6375,339978.975,187968.95
2017-03-29,99081.47154471544,300855.55,200934.97826086957,376671.65573770495,309315.60655737703
2017-03-30,98063.52459016393,300855.55,193902.66666666666,376671.65573770495,309315.60655737703
2017-03-31,96588.9076923077,300394.675,191459.23076923078,364173.2888888889,350000.0
2017-04-01,95969.81118881119,300945.5070422535,191066.21678321678,329246.61267605633,186462.78723404257
2017-04-02,96774.23611111111,301459.81944444444,192502.5174825175,341083.1111111111,186537.04379562044
2017-04-03,98233.74468085106,302375.90277777775,194433.10638297873,345372.84722222225,188152.34722222222
2017-04-04,98731.95714285714,305566.28985507245,196548.6875,348783.18055555556,192099.28472222222
2017-04-05,98938.48251748252,311677.4142857143,194395.87313432837,348961.09929078014,192317.10833333334
2017-04-06,99419.95714285714,312964.80152671755,194796.5035971223,350791.93617021275,193159.59259259258
2017-04-07,99240.86111111111,317668.9583333333,196907.68055555556,351679.7638888889,190832.06993006993
2017-04-08,98750.85915492958,315719.7062937063,193783.65734265733,348476.13194444444,191362.76388888888
2017-04-09,97741.26388888889,319906.63194444444,191892.82517482518,352207.2013888889,192885.40277777778
2017-04-10,98426.3125,325106.3082706767,192753.09774436092,358171.453125,192009.53125
2017-04-11,99292.43571428572,324184.5804195804,192890.23076923078,359573.9375,195095.97222222222
2017-04-12,99757.53846153847,336982.6928571428,193038.9,361393.11267605633,195840.57746478874
2017-04-13,99255.40277777778,325621.02797202795,191371.36111111112,365102.31468531466,194096.02777777778
2017-04-14,98359.625,320815.1510791367,190684.54166666666,365795.90277777775,196791.75
2017-04-15,98040.67605633802,319123.9705882353,190584.41258741257,361431.5874125874,196443.9090909091
2017-04-16,98249.35454545454,318407.01481481484,191010.40151515152,364730.4375,197277.9090909091
2017-04-17,98984.72916666667,323566.6549295775,191666.63888888888,369447.6923076923,204334.54545454544
2017-04-18,99162.56115107914,322377.6458333333,192108.1188811189,364719.2551724138,207411.24137931035
2017-04-19,99221.12230215827,322690.496124031,191876.77372262772,370682.0857142857,210973.5
2017-04-20,99191.18055555556,321552.31944444444,191820.01388888888,362881.21527777775,206665.38194444444
2017-04-21,98977.79166666667,322990.4755244755,191505.66433566433,362319.7916666667,206521.9020979021
2017-04-22,98572.8125,325005.46153846156,191136.78321678322,369517.7638888889,207834.54861111112
2017-04-23,98774.06338028169,321981.72340425535,191966.90780141845,371287.7021276596,208325.78014184398
2017-04-24,99670.9857142857,323054.8273381295,192814.05,372276.3597122302,215606.90647482013
2017-04-25,100282.76978417266,326182.65277777775,193063.60416666666,370120.0416666667,216804.2797202797
2017-04-26,100370.375,327044.85714285716,194816.65942028986,370110.1214285714,220657.12142857144
2017-04-27,100468.2,326878.85,192644.75,375506.6056338028,225315.88235294117
2017-04-28,100389.44444444444,324648.23484848486,191284.66153846154,373750.6544117647,230880.80291970802
2017-04-29,99798.2642857143,323975.69444444444,192093.18055555556,371337.69444444444,230753.72222222222
2017-04-30,100101.40277777778,322976.8333333333,191976.3006993007,362505.6013986014,232979.86111111112
2017-05-01,101118.15277777778,328054.97857142857,192728.97872340426,358321.22535211267,230955.12676056338
2017-05-02,102598.97333333333,333268.4252873563,193092.23255813954,362592.0804597701,228558.23255813954
2017-05-03,101273.91666666667,345449.46875,193679.98484848486,367162.8854961832,239970.06923076924
2017-05-04,101247.99290780142,349500.40972222225,194127.9197080292,357956.84027777775,238682.93055555556
2017-05-05,101065.38888888889,357254.3333333333,194288.21527777778,354700.44444444444,240162.95833333334
2017-05-06,100714.22222222222,355184.8888888889,192911.27777777778,354328.63194444444,236907.26388888888
2017-05-07,100735.47916666667,354040.8541666667,193568.76223776225,354608.30555555556,244164.05555555556
2017-05-08,103998.05072463768,361278.0575539568,195879.56944444444,358084.02898550726,243258.70833333334
2017-05-09,105001.97037037037,372703.4680851064,197276.8125,357721.83916083915,244914.47552447554
2017-05-10,107781.76388888889,379006.15079365077,197393.27659574468,352974.92957746476,251890.70422535212
2017-05-11,107804.76388888889,383302.2992125984,197487.86111111112,361053.50694444444,252952.18055555556
2017-05-12,106804.44444444444,382272.28472222225,196419.35664335664,358298.0416666667,251997.625
2017-05-13,104936.90972222222,385368.8333333333,196182.97916666666,354730.84027777775,253118.06944444444
2017-05-14,104730.61594202899,387770.28873239434,196639.91240875912,361017.42957746476,252956.91304347827
2017-05-15,107835.65972222222,388296.06944444444,198361.0839160839,359983.88194444444,254226.875
2017-05-16,110652.18656716419,391165.02777777775,199115.6993006993,364933.07692307694,255908.6083916084
2017-05-17,111290.84027777778,394631.5671641791,200263.86428571428,364686.52173913043,273294.884057971
2017-05-18,113698.13888888889,396551.4236111111,203926.20833333334,360212.22222222225,273425.74305555556
2017-05-19,125838.60431654676,396471.7463768116,227856.52898550723,361964.4087591241,275814.0869565217
2017-05-20,117330.1875,395996.8461538461,207628.47222222222,360008.83916083915,275511.56643356645
2017-05-21,115122.55244755244,396217.74305555556,208759.16666666666,363512.0416666667,273692.1666666667
2017-05-22,119422.08333333333,400156.72222222225,211503.69444444444,363895.2916666667,276165.0699300699
2017-05-23,124714.1746031746,399370.2083333333,220648.2794117647,362768.6433566434,282993.31944444444
2017-05-24,125457.64748201439,401106.25547445257,224291.7925925926,369646.4142857143,282971.92142857146
2017-05-25,127349.11111111111,399776.6285714286,223509.69444444444,365664.2708333333,277358.3611111111
2017-05-26,124144.51388888889,398776.8333333333,220541.47222222222,366203.45454545453,279557.5833333333
2017-05-27,121899.69565217392,398618.53623188403,222873.125,363120.2083333333,282884.7638888889
2017-05-28,123826.30555555556,400174.7638888889,226018.22535211267,366883.49305555556,280943.1388888889
2017-05-29,124177.83333333333,400328.7832167832,230414.20567375887,370972.36805555556,283914.8333333333
2017-05-30,127726.54347826086,397120.0763888889,231441.288,382486.68055555556,289518.2361111111
2017-05-31,127974.27777777778,405712.39716312056,229197.54609929078,379917.2571428571,285111.8510638298
2017-06-01,126916.88811188811,404033.6388888889,227901.05555555556,357073.6041666667,293621.9513888889
2017-06-02,126320.60839160839,403315.32867132867,227403.54545454544,359611.04964539007,289285.2361111111
2017-06-03,125655.61805555556,404663.9236111111,227687.85714285713,356612.4965034965,291203.53472222225
2017-06-04,125681.96527777778,406818.3611111111,227390.28169014084,364572.34027777775,289645.9513888889
2017-06-05,129002.23239436619,410503.979020979,228417.81818181818,360536.8169014084,289191.99305555556
2017-06-06,133064.59259259258,412832.4431818182,230774.9,365511.8888888889,289425.6222222222
